#,autor_docente,autores,producao,ano,tipo_producao,citescore,quartil_citescore,percentile,quartil_percentile,q_p,qualis_estrato,qualis,programas,prog._qtd,Cluster
1100,3,[862-26078-74943],164645,2003,25,1.39,0.75,61,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011063P7],2,cluster1
1101,2,[862-49917],164646,2011,25,1.39,0.75,61,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1111,4,[862-49917-84390-89496],164658,2017,25,2.11,1.00,82,1.00,Q4,0.90,A2,[23001011005P7],1,cluster1
1114,1,[862],164661,2002,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1116,4,[862-25196-49917-74943],164664,2018,25,2.15,1.00,85,1.00,Q4,0.90,A2,[23001011005P7-23001011033P0],2,cluster1
1119,4,[862-26078-48373-58801],164667,2016,25,1.39,0.75,61,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-23001011063P7],3,cluster1
1123,1,[862],164673,2010,25,1.34,0.75,60,0.75,Q3,0.70,A4,[23001011005P7],1,cluster1
1124,4,[862-33221-49917-74943],164675,2017,25,1.65,0.75,70,0.75,Q3,0.80,A3,[23001011005P7],1,cluster1
1131,1,[862],164685,2010,25,1.73,0.75,61,0.75,Q3,0.80,A3,[23001011005P7],1,cluster1
1132,4,[862-49917-56848-74943],164686,2011,25,1.98,0.75,82,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1134,5,[862-19257-49917-58801-89496],164689,2013,25,3.57,1.00,95,1.00,Q4,1.00,A1,[23001011005P7],1,cluster1
1141,2,[862-58801],164696,2004,25,1.57,0.75,54,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1149,1,[862],164706,2002,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1162,2,[862-26078],164724,2012,25,2.11,1.00,82,1.00,Q4,0.90,A2,[23001011005P7-23001011063P7],2,cluster1
1163,4,[862-3092-26078-48373],164725,2015,25,1.39,0.75,61,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-23001011063P7],3,cluster1
1164,3,[862-49917-74943],164726,2010,25,1.09,0.75,48,0.50,Q2,0.00,C/NI/NP,[23001011005P7],1,cluster1
1168,3,[862-56848-74943],164732,2018,25,1.62,0.75,72,0.75,Q3,0.90,A2,[23001011005P7],1,cluster1
1171,2,[862-74943],164737,2018,25,2.15,1.00,85,1.00,Q4,0.90,A2,[23001011005P7],1,cluster1
1174,1,[862],164740,2002,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1177,2,[862-58801],164743,2001,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1180,1,[862],164746,2002,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1183,4,[862-56848-58801-74943],164750,2011,25,1.73,0.75,61,0.75,Q3,0.80,A3,[23001011005P7],1,cluster1
1186,4,[862-25196-49917-63247],164753,2012,25,1.39,0.75,61,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0],2,cluster1
1194,4,[862-26078-52354-74943],164762,2007,25,1.00,0.75,44,0.50,Q2,0.70,A4,[22003010017P5-23001011005P7-23001011020P6-23001011031P8-23001011036P0-23001011063P7-23001011170P8],7,cluster1
1200,1,[862],164769,2000,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1218,3,[862-49917-74943],164792,2017,25,1.39,0.75,61,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1220,3,[862-58801-69343],164794,2013,25,1.38,0.75,57,0.75,Q3,0.80,A3,[23001011005P7],1,cluster1
1221,1,[862],164795,1995,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1223,5,[862-25196-49917-58801-74943],164797,2012,25,1.38,0.75,57,0.75,Q3,0.80,A3,[23001011005P7-23001011033P0],2,cluster1
1226,4,[862-26078-58801-74943],164803,2005,25,1.39,0.75,61,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011063P7],2,cluster1
1229,1,[862],164806,2011,25,1.65,0.75,70,0.75,Q3,0.80,A3,[23001011005P7],1,cluster1
1237,2,[862-49917],164816,2008,25,0.82,0.50,44,0.50,Q2,0.35,B2,[23001011005P7],1,cluster1
1240,5,[862-25196-38089-74943-84390],164821,2006,25,1.39,0.75,61,0.75,Q3,0.70,A4,[23001011005P7-23001011031P8-23001011033P0],3,cluster1
1244,4,[862-26078-52354-74943],164826,2009,25,1.46,0.75,66,0.75,Q3,0.70,A4,[22003010017P5-23001011005P7-23001011020P6-23001011031P8-23001011036P0-23001011063P7-23001011170P8],7,cluster1
1245,2,[862-58801],164827,2002,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1248,3,[862-58801-74943],164831,2006,25,1.90,0.75,79,1.00,Q4,0.90,A2,[23001011005P7],1,cluster1
1250,1,[862],164833,2001,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1253,1,[862],164837,1997,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1265,1,[862],164852,1999,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1266,1,[862],164853,2011,25,1.98,0.75,82,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1273,1,[862],164864,2001,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1277,2,[862-58801],164868,2009,25,1.73,0.75,61,0.75,Q3,0.80,A3,[23001011005P7],1,cluster1
1279,2,[862-58801],164871,2000,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1289,2,[862-74943],164883,2003,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1294,5,[862-20750-33221-58801-69343],164888,2003,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011031P8],2,cluster1
1295,4,[862-49917-58801-74943],164889,2007,25,1.90,0.75,79,1.00,Q4,0.90,A2,[23001011005P7],1,cluster1
1302,1,[862],164901,2008,25,1.35,0.75,83,1.00,Q4,0.80,A3,[23001011005P7],1,cluster1
1303,4,[862-12160-74943-89496],164902,2010,25,1.26,0.75,55,0.75,Q3,0.70,A4,[23001011005P7-23001011033P0],2,cluster1
1307,1,[862],164907,2003,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1308,2,[862-74943],164908,2002,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1311,1,[862],164915,2001,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1317,3,[862-49917-74943],164922,2012,25,1.38,0.75,57,0.75,Q3,0.80,A3,[23001011005P7],1,cluster1
1319,4,[862-20750-56848-74943],164924,2019,25,2.55,1.00,90,1.00,Q4,0.00,C/NI/NP,[23001011005P7-23001011031P8],2,cluster1
1321,2,[862-74943],164926,2001,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7],1,cluster1
1327,5,[862-19257-49917-69343-89496],164934,2012,25,1.98,0.75,82,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1331,1,[862],164938,1999,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7],1,cluster1
1333,3,[862-49917-74943],164940,2009,25,1.22,0.75,58,0.75,Q3,0.70,A4,[23001011005P7],1,cluster1
1336,3,[862-49917-74943],164944,2018,25,2.52,1.00,78,1.00,Q4,0.90,A2,[23001011005P7],1,cluster1
1337,4,[862-25196-49917-74943],164947,2017,25,2.01,1.00,81,1.00,Q4,0.90,A2,[23001011005P7-23001011033P0],2,cluster1
1339,2,[862-74943],164949,2010,25,1.00,0.75,44,0.50,Q2,0.70,A4,[23001011005P7],1,cluster1
1343,3,[862-49917-74943],164956,2016,25,1.80,0.75,64,0.75,Q3,0.70,A4,[23001011005P7],1,cluster1
1355,3,[862-58801-89496],164974,2010,25,1.65,0.75,70,0.75,Q3,0.80,A3,[23001011005P7],1,cluster1
1359,1,[84112],173795,2011,25,3.02,1.00,89,1.00,Q4,1.00,A1,[23001011170P8],1,cluster1
1361,1,[58105],174493,2008,25,1.69,0.75,59,0.75,Q3,1.00,A1,[23001011042P0],1,cluster1
1365,1,[80642],176429,2013,25,4.54,1.00,83,1.00,Q4,0.00,C/NI/NP,[23001011010P0],1,cluster1
1366,1,[42770],176530,2017,25,2.31,1.00,77,1.00,Q4,0.00,C/NI/NP,[23001011015P2],1,cluster1
1369,1,[88917],177676,2003,25,8.58,1.00,96,1.00,Q4,0.00,C/NI/NP,[23001011170P8],1,cluster1
1404,1,[942],178096,2004,25,0.08,0.25,30,0.50,Q2,0.90,A2,[23001011038P2],1,cluster1
1500,1,[942],178241,2008,25,0.07,0.25,27,0.50,Q2,1.00,A1,[23001011038P2],1,cluster1
1525,1,[44929],178484,2018,25,4.28,1.00,82,1.00,Q4,0.90,A2,[22003010017P5-23001011170P8],2,cluster1
1527,2,[53038-61137],179867,2013,25,1.08,0.75,67,0.75,Q3,0.00,C/NI/NP,[22001018074P6-23001011036P0],2,cluster1
1528,1,[55570],179876,2017,25,0.93,0.75,56,0.75,Q3,0.35,B2,[22003010017P5-23001011011P7],2,cluster1
1529,1,[53038],179914,2015,25,1.21,0.75,61,0.75,Q3,0.00,C/NI/NP,[22001018074P6],1,cluster1
1546,2,[46564-70662],185936,2013,25,1.29,0.75,57,0.75,Q3,0.00,C/NI/NP,[22003010017P5-23001011031P8-23001011040P7-23001011075P5],4,cluster1
1560,1,[986],186668,2013,25,0.06,0.25,29,0.50,Q2,1.00,A1,[23001011067P2],1,cluster1
1577,1,[986],186854,2013,25,0.06,0.25,29,0.50,Q2,1.00,A1,[23001011067P2],1,cluster1
1587,1,[22948],187531,2011,25,2.05,1.00,83,1.00,Q4,0.70,A4,[23001011170P8],1,cluster1
1588,1,[83911],191920,2016,25,2.01,1.00,68,0.75,Q3,0.80,A3,[23001011020P6],1,cluster1
1589,1,[83911],192114,2009,25,2.56,1.00,79,1.00,Q4,0.90,A2,[23001011020P6],1,cluster1
1590,1,[83911],192551,2011,25,2.56,1.00,79,1.00,Q4,0.90,A2,[23001011020P6],1,cluster1
1591,1,[13906],194249,2016,25,1.38,0.75,52,0.50,Q2,0.00,C/NI/NP,[22003010017P5-23001011031P8-23001011040P7-52001016048P0],4,cluster1
1593,1,[89496],195143,2015,25,3.02,1.00,89,1.00,Q4,1.00,A1,[23001011005P7],1,cluster1
1594,1,[89496],195179,2017,25,3.86,1.00,80,1.00,Q4,0.90,A2,[23001011005P7],1,cluster1
1595,1,[89496],195214,2014,25,2.01,1.00,81,1.00,Q4,0.90,A2,[23001011005P7],1,cluster1
1598,1,[81551],196592,2019,25,0.82,0.50,50,0.75,Q3,0.00,C/NI/NP,[23001011058P3],1,cluster1
1600,1,[75921],197410,2012,25,2.14,1.00,86,1.00,Q4,0.50,B1,[23001011054P8],1,cluster1
1606,1,[63251],201199,2010,25,1.19,0.75,50,0.75,Q3,0.90,A2,[23001011023P5],1,cluster1
1611,1,[30645],201445,2016,25,3.58,1.00,85,1.00,Q4,1.00,A1,[23001011012P3-23001011026P4-31001017169P2],3,cluster1
1612,1,[14897],202968,2010,25,0.86,0.50,51,0.75,Q3,0.50,B1,[23001011061P4],1,cluster1
1613,1,[80202],204752,2012,25,2.19,1.00,47,0.50,Q2,0.70,A4,[23001011054P8],1,cluster1
1620,1,[1068],205364,2003,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1623,2,[1068-55822],205376,2017,25,2.35,1.00,87,1.00,Q4,0.90,A2,[23001011005P7-23001011031P8-23001011033P0-31010016027P9],4,cluster1
1625,2,[1068-88124],205379,2012,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1629,2,[1068-87024],205388,2009,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-24001015081P8-31010016027P9],4,cluster1
1630,2,[1068-88124],205390,2019,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1636,2,[1068-58510],205406,2009,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1639,1,[1068],205409,2018,25,1.84,0.75,67,0.75,Q3,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1640,2,[1068-58510],205410,2019,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1642,3,[1068-55822-58510],205414,2014,25,0.96,0.75,42,0.50,Q2,0.80,A3,[23001011005P7-23001011031P8-23001011033P0-31010016027P9],4,cluster1
1644,3,[1068-55822-58510],205419,2008,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011031P8-23001011033P0-31010016027P9],4,cluster1
1645,1,[1068],205422,2010,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1646,2,[1068-11389],205425,2017,25,1.34,0.75,60,0.75,Q3,0.70,A4,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1653,1,[1068],205440,2012,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1656,1,[1068],205449,2011,25,1.09,0.75,48,0.50,Q2,0.50,B1,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1660,1,[1068],205460,2002,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1661,1,[1068],205461,2010,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1662,1,[1068],205463,2002,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1664,1,[1068],205471,2015,25,2.44,1.00,88,1.00,Q4,1.00,A1,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1669,3,[1068-58510-70593],205480,2006,25,0.96,0.75,42,0.50,Q2,0.80,A3,[23001011005P7-23001011031P8-23001011033P0-31010016027P9],4,cluster1
1671,1,[1068],205483,2016,25,2.77,1.00,93,1.00,Q4,1.00,A1,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1672,5,[1068-3092-45212-48373-61109],205487,2014,25,1.22,0.75,58,0.75,Q3,0.70,A4,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1674,2,[1068-55822],205489,2006,25,0.96,0.75,42,0.50,Q2,0.80,A3,[23001011005P7-23001011031P8-23001011033P0-31010016027P9],4,cluster1
1677,2,[1068-58510],205494,2012,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1678,1,[1068],205495,2016,25,3.02,1.00,89,1.00,Q4,1.00,A1,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1680,1,[1068],205498,2003,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1681,1,[1068],205500,2015,25,0.96,0.75,42,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1683,3,[1068-84776-87024],205506,2013,25,0.96,0.75,42,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-23001011075P5-24001015081P8-31010016027P9],5,cluster1
1685,1,[1068],205511,2013,25,1.84,0.75,67,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1688,2,[1068-88124],205518,2013,25,1.84,0.75,67,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1690,2,[1068-24770],205520,2008,25,0.96,0.75,42,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1692,1,[1068],205524,2018,25,2.26,1.00,77,1.00,Q4,0.90,A2,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1694,1,[1068],205532,1998,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1697,1,[1068],205538,2014,25,2.94,1.00,86,1.00,Q4,0.90,A2,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1699,1,[1068],205541,2018,25,0.84,0.50,69,0.75,Q3,0.50,B1,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1700,1,[1068],205542,2011,25,1.44,0.75,62,0.75,Q3,0.50,B1,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1702,1,[1068],205548,2012,25,1.52,0.75,65,0.75,Q3,0.70,A4,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1704,3,[1068-22153-31537],205552,2019,25,1.70,0.75,49,0.50,Q2,0.35,B2,[23001011005P7-23001011033P0-23001011063P7-23001011072P6-23001011172P0-31010016027P9],6,cluster1
1708,2,[1068-49437],205566,2009,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-23001011070P3-23001011172P0-31010016027P9],5,cluster1
1713,1,[1068],205576,2006,25,1.10,0.75,44,0.50,Q2,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1717,3,[1068-61109-83414],205586,2010,25,2.60,1.00,92,1.00,Q4,1.00,A1,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1719,2,[1068-49979],205589,2005,25,1.05,0.75,48,0.50,Q2,0.00,C/NI/NP,[23001011005P7-23001011031P8-23001011033P0-23001011063P7-23001011172P0-31010016027P9],6,cluster1
1721,2,[1068-70593],205594,1998,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011005P7-23001011031P8-23001011033P0-31010016027P9],4,cluster1
1722,1,[1068],205595,2003,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1724,1,[1068],205601,2006,25,0.96,0.75,42,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1726,2,[1068-58510],205604,2019,25,2.77,1.00,93,1.00,Q4,1.00,A1,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1729,1,[1068],205617,2002,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1730,2,[1068-40740],205619,2017,25,3.02,1.00,89,1.00,Q4,1.00,A1,[23001011005P7-23001011031P8-23001011033P0-31010016027P9],4,cluster1
1731,1,[1068],205620,2011,25,1.02,0.75,41,0.50,Q2,0.80,A3,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1740,1,[1068],205636,2013,25,1.84,0.75,67,0.75,Q3,0.00,C/NI/NP,[23001011005P7-23001011033P0-31010016027P9],3,cluster1
1749,1,[80184],207492,2015,25,4.79,1.00,93,1.00,Q4,0.90,A2,[23001011010P0],1,cluster1
1750,1,[80184],207496,2017,25,3.86,1.00,90,1.00,Q4,0.90,A2,[23001011010P0],1,cluster1
1753,1,[80184],207509,2014,25,4.79,1.00,93,1.00,Q4,0.90,A2,[23001011010P0],1,cluster1
1754,1,[80184],207514,2013,25,4.46,1.00,94,1.00,Q4,0.90,A2,[23001011010P0],1,cluster1
1755,1,[80184],207522,2016,25,4.79,1.00,93,1.00,Q4,0.90,A2,[23001011010P0],1,cluster1
1756,1,[80184],207530,2017,25,4.79,1.00,93,1.00,Q4,0.90,A2,[23001011010P0],1,cluster1
1757,1,[83414],207657,2010,25,0.73,0.50,36,0.50,Q2,0.50,B1,[23001011005P7-23001011033P0],2,cluster1
1760,2,[41977-58261],211418,2014,25,3.01,1.00,84,1.00,Q4,0.90,A2,[23001011018P1-23001011041P3],2,cluster1
1844,2,[1116-25182],214474,2006,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011058P3],1,cluster1
1868,2,[1116-63047],214503,2006,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011058P3-23001011072P6],2,cluster1
1967,1,[1133],217777,2016,25,2.74,1.00,95,1.00,Q4,0.90,A2,[23001011007P0-23001011076P1],2,cluster1
1973,1,[1133],217791,2015,25,2.74,1.00,95,1.00,Q4,0.90,A2,[23001011007P0-23001011076P1],2,cluster1
1978,1,[49979],220441,2001,25,1.84,0.75,67,0.75,Q3,0.80,A3,[23001011031P8-23001011063P7-23001011172P0],3,cluster1
1979,1,[49979],220474,2002,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7-23001011172P0],3,cluster1
1980,1,[49979],220569,2001,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7-23001011172P0],3,cluster1
1993,1,[83911],221601,2015,25,2.64,1.00,92,1.00,Q4,0.90,A2,[23001011020P6],1,cluster1
1994,1,[83911],221689,2018,25,2.89,1.00,89,1.00,Q4,1.00,A1,[23001011020P6],1,cluster1
1998,1,[2582],222647,2003,25,2.99,1.00,84,1.00,Q4,0.90,A2,[23001011012P3-23001011026P4],2,cluster1
1999,3,[1171-25632-76889],222764,2012,25,0.62,0.50,58,0.75,Q3,0.90,A2,[23001011029P3-23001011033P0-23001011072P6],3,cluster1
2012,1,[88917],223111,2018,25,3.39,1.00,77,0.75,Q3,0.90,A2,[23001011170P8],1,cluster1
2014,1,[57290],223150,2018,25,1.58,0.75,34,0.50,Q2,0.50,B1,[23001011054P8],1,cluster1
2015,1,[57290],223205,2004,25,3.21,1.00,80,1.00,Q4,0.90,A2,[23001011054P8],1,cluster1
2016,1,[78105],223210,2011,25,5.11,1.00,96,1.00,Q4,1.00,A1,[23001011003P4-23001011054P8-23001011170P8],3,cluster1
2017,1,[57290],223217,2018,25,3.33,1.00,82,1.00,Q4,0.90,A2,[23001011054P8],1,cluster1
2018,1,[57290],223236,2016,25,3.33,1.00,82,1.00,Q4,0.90,A2,[23001011054P8],1,cluster1
2019,1,[57290],223237,2008,25,3.03,1.00,85,1.00,Q4,0.80,A3,[23001011054P8],1,cluster1
2021,1,[57290],223297,2016,25,3.16,1.00,77,1.00,Q4,0.90,A2,[23001011054P8],1,cluster1
2022,1,[57290],223340,2003,25,6.13,1.00,96,1.00,Q4,1.00,A1,[23001011054P8],1,cluster1
2024,1,[57290],223366,2010,25,4.94,1.00,97,1.00,Q4,1.00,A1,[23001011054P8],1,cluster1
2026,1,[57290],223421,2012,25,1.35,0.75,83,1.00,Q4,0.80,A3,[23001011054P8],1,cluster1
2027,1,[57290],223443,2010,25,2.58,1.00,80,1.00,Q4,0.90,A2,[23001011054P8],1,cluster1
2033,1,[57290],223501,2005,25,2.82,1.00,91,1.00,Q4,0.80,A3,[23001011054P8],1,cluster1
2034,1,[57290],223550,2011,25,1.35,0.75,83,1.00,Q4,0.80,A3,[23001011054P8],1,cluster1
2035,1,[57290],223638,2006,25,5.11,1.00,93,1.00,Q4,0.00,C/NI/NP,[23001011054P8],1,cluster1
2036,2,[57290-78105],223649,2015,25,3.02,1.00,89,1.00,Q4,1.00,A1,[23001011003P4-23001011054P8-23001011170P8],3,cluster1
2038,1,[57290],223657,2010,25,1.82,0.75,72,0.75,Q3,0.70,A4,[23001011054P8],1,cluster1
2042,1,[57290],223719,2006,25,1.16,0.75,52,0.75,Q3,0.70,A4,[23001011054P8],1,cluster1
2044,1,[81471],224913,2013,25,11.14,1.00,98,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011170P8],4,cluster1
2046,1,[72348],228047,2011,25,1.57,0.75,65,0.75,Q3,0.80,A3,[23001011059P0-23001011061P4],2,cluster1
2048,1,[72348],228338,2011,25,4.40,1.00,93,1.00,Q4,1.00,A1,[23001011059P0-23001011061P4],2,cluster1
2049,2,[42568-42575],230174,2012,25,2.82,1.00,91,1.00,Q4,0.80,A3,[23001011010P0-23001011035P3-23001011041P3],3,cluster1
2050,1,[42568],230183,2009,25,2.93,1.00,88,1.00,Q4,0.90,A2,[23001011010P0-23001011041P3],2,cluster1
2051,1,[42568],230191,2015,25,2.82,1.00,91,1.00,Q4,0.80,A3,[23001011010P0-23001011041P3],2,cluster1
2052,2,[42568-42575],230192,2009,25,1.61,0.75,61,0.75,Q3,0.70,A4,[23001011010P0-23001011035P3-23001011041P3],3,cluster1
2053,1,[42575],230193,2008,25,2.82,1.00,91,1.00,Q4,0.80,A3,[23001011010P0-23001011035P3-23001011041P3],3,cluster1
2054,1,[42575],230195,2009,25,2.93,1.00,88,1.00,Q4,0.90,A2,[23001011010P0-23001011035P3-23001011041P3],3,cluster1
2056,1,[21379],233275,2010,25,2.06,1.00,71,0.75,Q3,0.90,A2,[23001011035P3],1,cluster1
2061,1,[35379],235045,1994,25,4.05,1.00,82,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
2066,1,[35379],235229,1995,25,2.49,1.00,86,1.00,Q4,0.80,A3,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
2077,1,[88146],239058,2009,25,4.33,1.00,95,1.00,Q4,1.00,A1,[23001011035P3-23001011040P7-23001011073P2],3,cluster1
2079,1,[29227],239976,2008,25,2.51,1.00,89,1.00,Q4,1.00,A1,[23001011170P8],1,cluster1
2084,1,[90083],241999,2016,25,3.83,1.00,90,1.00,Q4,1.00,A1,[23001011011P7],1,cluster1
2091,2,[2582-77085],242053,2016,25,3.50,1.00,87,1.00,Q4,1.00,A1,[23001011012P3-23001011026P4],2,cluster1
2092,1,[83911],242442,2013,25,5.04,1.00,98,1.00,Q4,0.00,C/NI/NP,[23001011020P6],1,cluster1
2094,1,[54073],242641,2011,25,4.59,1.00,98,1.00,Q4,1.00,A1,[23001011043P6],1,cluster1
2095,1,[54073],242738,2011,25,2.16,1.00,79,1.00,Q4,0.90,A2,[23001011043P6],1,cluster1
2096,1,[54073],242762,2009,25,4.59,1.00,98,1.00,Q4,1.00,A1,[23001011043P6],1,cluster1
2097,1,[11815],242772,2011,25,2.16,1.00,79,1.00,Q4,0.90,A2,[23001011043P6],1,cluster1
2098,1,[54073],242778,2014,25,2.13,1.00,58,0.75,Q3,0.70,A4,[23001011043P6],1,cluster1
2101,1,[11815],242822,2008,25,2.16,1.00,79,1.00,Q4,0.90,A2,[23001011043P6],1,cluster1
2102,1,[11886],242839,2012,25,2.66,1.00,87,1.00,Q4,0.90,A2,[23001011043P6],1,cluster1
2106,1,[91349],243895,2011,25,0.82,0.50,50,0.75,Q3,0.00,C/NI/NP,[23001011029P3],1,cluster1
2123,1,[91349],244173,2012,25,0.62,0.50,63,0.75,Q3,0.80,A3,[23001011029P3],1,cluster1
2127,1,[91349],244343,2011,25,0.57,0.50,56,0.75,Q3,0.90,A2,[23001011029P3],1,cluster1
2131,1,[14897],248030,2008,25,0.86,0.50,51,0.75,Q3,0.50,B1,[23001011061P4],1,cluster1
2133,1,[14897],248106,2009,25,0.86,0.50,51,0.75,Q3,0.50,B1,[23001011061P4],1,cluster1
2134,1,[14897],248271,2007,25,0.86,0.50,51,0.75,Q3,0.50,B1,[23001011061P4],1,cluster1
2139,1,[88917],254624,2016,25,3.57,1.00,67,0.75,Q3,0.80,A3,[23001011170P8],1,cluster1
2141,1,[88917],254701,2014,25,3.02,1.00,89,1.00,Q4,1.00,A1,[23001011170P8],1,cluster1
